layer,control,iteration,n_probe_features,feature_screen,solver,alpha,tolerance,convergence_warning_count,roc_auc,average_precision,balanced_accuracy
4,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6236979166666666,0.7207250736777338,0.6423611111111112
4,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4171006944444445,0.5401480414128855,0.4513888888888889
4,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4364872685185185,0.6027415470197972,0.39236111111111105
4,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4526909722222222,0.591252604108807,0.4756944444444444
4,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4124710648148148,0.5419957607208984,0.4548611111111111
4,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.42838541666666663,0.596045405583849,0.44791666666666663
4,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.49088541666666674,0.6082205996556427,0.4305555555555556
4,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4619502314814815,0.5843027182008294,0.4756944444444444
4,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5267650462962963,0.6303408119523098,0.5173611111111112
4,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.35112847222222227,0.5162545441833811,0.4166666666666667
4,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.47757523148148145,0.6068786837010638,0.46875
4,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6043113425925924,0.682516140213821,0.5659722222222223
4,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.45703124999999994,0.5772002624665036,0.46875
4,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5363136574074074,0.601682479557059,0.4965277777777778
4,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5941840277777778,0.702953488121217,0.5659722222222222
4,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5519386574074074,0.6423089442093283,0.5520833333333334
4,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.47149884259259256,0.5858781833884892,0.46875
4,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5027488425925927,0.6510200472338311,0.4618055555555556
4,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5386284722222222,0.6379959919224452,0.5729166666666666
4,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5299479166666666,0.6604080005334811,0.5277777777777778
12,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5392071759259259,0.6915103618275595,0.5069444444444444
12,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.41507523148148145,0.5843612490844661,0.4305555555555556
12,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4796006944444444,0.611072519196592,0.5243055555555556
12,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5724826388888888,0.64739471487457,0.5208333333333334
12,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.546730324074074,0.6351610118878813,0.548611111111111
12,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.48017939814814814,0.6211275189319584,0.4409722222222222
12,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5881076388888888,0.6602496424265719,0.5833333333333333
12,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5516493055555556,0.6238995097958153,0.59375
12,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.43070023148148145,0.6034553939722113,0.4270833333333333
12,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.48365162037037035,0.5794029087685122,0.48263888888888884
12,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3936631944444445,0.5241399286003633,0.4340277777777778
12,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4425636574074074,0.5925601294762604,0.4270833333333333
12,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.652054398148148,0.713922149382954,0.6111111111111112
12,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4717881944444444,0.6292933516553338,0.4479166666666667
12,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5276331018518519,0.6590002208392711,0.513888888888889
12,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6213831018518519,0.7229982929100585,0.59375
12,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5322627314814815,0.6425037750075099,0.5208333333333333
12,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.46166087962962965,0.5862894099933221,0.4756944444444444
12,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4796006944444444,0.5880963617211376,0.5034722222222222
12,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4156539351851852,0.6332071345950132,0.3298611111111111
18,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4503761574074074,0.5587744000635253,0.4722222222222222
18,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5455729166666666,0.6390268341253212,0.5381944444444444
18,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4544270833333333,0.5509496240150759,0.47916666666666663
18,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4069733796296297,0.5467616027333806,0.44791666666666663
18,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.49551504629629634,0.5995255288874,0.4722222222222222
18,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4619502314814815,0.5842178694463803,0.5034722222222222
18,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5368923611111112,0.6041917448884864,0.548611111111111
18,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4486400462962963,0.5938272388376603,0.4618055555555556
18,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5105613425925926,0.5913748181712158,0.4756944444444444
18,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.560619212962963,0.6524783252193421,0.5659722222222222
18,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.34129050925925924,0.5174269304368327,0.38541666666666663
18,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5779803240740741,0.7112537444968462,0.4756944444444444
18,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4810474537037037,0.593754840740094,0.5034722222222222
18,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4958043981481481,0.6025372810385621,0.5069444444444444
18,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4859664351851852,0.656168090422466,0.4444444444444444
18,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.43648726851851855,0.562987353243424,0.4444444444444444
18,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.505642361111111,0.6127283336233206,0.4930555555555556
18,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4162326388888889,0.5734695442796921,0.4409722222222222
18,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5287905092592593,0.6423492371329952,0.5034722222222222
18,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4830729166666667,0.6021357974724875,0.46875
